,evaluations,theory (real),theory (imag),sim (real),sim (imag),exp (real),exp (imag)
166,4.1469023027385274,0.3346575127130792,-0.11062757677648583,0.2751883539777806,-0.12782530966670924,0.37627291242362504,-0.15020366598778034
167,4.209734155810323,0.33146027536160094,-0.07722423233712622,0.2659941259098455,-0.08542970246456388,0.3355397148676169,0.029276985743380515
168,4.272566008882119,0.3252304710036044,-0.04534663286198257,0.2537351551525986,-0.02362405823011099,0.2953156822810588,0.05397148676171045
169,4.335397861953915,0.3162264337161675,-0.01524556334478372,0.24556250798110074,-0.013919039713957415,0.2696028513238287,-0.017311608961303744
170,4.39822971502571,0.3047243905482202,0.012863613935937119,0.24939343634274036,-0.0029370450772570056,0.29633401221995903,-0.1135437881873731
171,4.461061568097507,0.29101402782946784,0.038801822120379574,0.22181075213893497,0.037926190780232405,0.3029531568228104,0.136965376782077
172,4.523893421169302,0.27539408875094307,0.06242660528396424,0.24505171753288213,0.03588302898735796,0.2769857433808551,-0.050661914460285465
173,4.586725274241099,0.2581680627581786,0.08363195477345539,0.19090793002170864,0.06653045588047507,0.1970468431771891,0.2158859470468429
174,4.649557127312894,0.23964002360986922,0.10234765112795424,0.19499425360745753,0.08466351679223588,0.2446537678207737,0.1789714867617105
175,4.71238898038469,0.22011066853277947,0.11853815249974532,0.17762737836802445,0.09998723023879452,0.17642566191446,0.24363543788187353
176,4.775220833456486,0.19987360583901073,0.13220106595367037,0.14953390371600045,0.10126420635934114,0.2133401221995924,0.24847250509164936
